2022.01.04 11:09:26, AUV切换为遥控模式！
2022.01.04 11:09:46, AUV切换为自主模式！
2022.01.04 11:09:50, AUV执行定深定向：定深1.0m，定向1.0度，巡航速度10，持续时间10秒！
2022.01.04 11:09:55, 任务开始执行！
2022.01.04 11:10:14, AUV设定原点！
2022.01.04 11:10:16, AUV设定原点！
2022.01.04 11:10:20, AUV执行返航任务：巡航速度10，持续时间10秒！
2022.07.05,20:47:17, AUV漏水报警！
2022.07.05,20:47:18, AUV漏水报警！
2022.07.05,20:47:19, AUV漏水报警！
2022.07.05,20:47:20, AUV漏水报警！
2022.07.05,20:47:21, AUV漏水报警！
2022.07.05,20:47:22, AUV漏水报警！
2022.07.05,20:47:23, AUV漏水报警！
2022.07.05,20:47:24, AUV漏水报警！
2022.07.05,20:47:25, AUV漏水报警！
2022.07.05,20:47:26, AUV漏水报警！
2022.07.05,20:47:27, AUV漏水报警！
2022.07.05,20:47:28, AUV漏水报警！
2022.07.05,20:47:29, AUV漏水报警！
2022.07.05,20:47:30, AUV漏水报警！
2022.07.05,20:47:31, AUV漏水报警！
2022.07.05,20:47:32, AUV漏水报警！
2022.07.05,20:47:33, AUV漏水报警！
2022.07.05,20:47:34, AUV漏水报警！
2022.07.05,20:47:35, AUV漏水报警！
2022.07.05,20:47:36, AUV漏水报警！
2022.07.05,20:47:37, AUV漏水报警！
2022.07.05,20:47:38, AUV漏水报警！
2022.07.05,20:47:39, AUV漏水报警！
2022.07.05,20:47:40, AUV漏水报警！
2022.07.05,20:47:41, AUV漏水报警！
2022.07.05,20:47:42, AUV漏水报警！
2022.07.05,20:47:43, AUV漏水报警！
2022.07.05,20:47:44, AUV漏水报警！
2022.07.05,20:47:45, AUV漏水报警！
2022.07.05,20:47:46, AUV漏水报警！
2022.07.05,20:47:47, AUV漏水报警！
2022.07.05,20:47:48, AUV漏水报警！
2022.07.05,20:47:49, AUV漏水报警！
2022.07.05,20:47:50, AUV漏水报警！
2022.07.05,20:47:51, AUV漏水报警！
2022.07.05,20:47:52, AUV漏水报警！
2022.07.05,20:47:53, AUV漏水报警！
2022.07.05,20:47:54, AUV漏水报警！
2022.07.05,20:47:55, AUV漏水报警！
2022.07.05,20:47:56, AUV漏水报警！
2022.07.05,20:47:57, AUV漏水报警！
2022.07.05,20:47:58, AUV漏水报警！
2022.07.05,20:47:59, AUV漏水报警！
2022.07.05,20:48:00, AUV漏水报警！
2022.07.05,20:48:01, AUV漏水报警！
2022.07.05,20:48:02, AUV漏水报警！
2022.07.05,20:48:03, AUV漏水报警！
2022.07.05,20:48:04, AUV漏水报警！
2022.07.05,20:48:05, AUV漏水报警！
2022.07.05,20:48:06, AUV漏水报警！
2022.07.05,20:48:07, AUV漏水报警！
2022.07.05,20:48:08, AUV漏水报警！
2022.07.05,20:48:09, AUV漏水报警！
2022.07.05,20:48:10, AUV漏水报警！
2022.07.05,20:48:11, AUV漏水报警！
2022.07.05,20:48:12, AUV漏水报警！
2022.07.05,20:48:13, AUV漏水报警！
2022.07.05,20:48:14, AUV漏水报警！
2022.07.05,20:48:15, AUV漏水报警！
2022.07.05,20:48:16, AUV漏水报警！
2022.07.05,20:48:17, AUV漏水报警！
2022.07.05,20:48:18, AUV漏水报警！
2022.07.05,20:48:19, AUV漏水报警！
2022.07.05,20:48:20, AUV漏水报警！
2022.07.05,20:48:21, AUV漏水报警！
2022.07.05,20:48:22, AUV漏水报警！
2022.07.05,20:48:23, AUV漏水报警！
2022.07.05,20:48:24, AUV漏水报警！
2022.07.05,20:48:25, AUV漏水报警！
2022.07.05,20:48:26, AUV漏水报警！
2022.07.05,20:48:27, AUV漏水报警！
2022.07.05,20:48:28, AUV漏水报警！
2022.07.05,20:48:29, AUV漏水报警！
2022.07.05,20:48:30, AUV漏水报警！
2022.07.05,20:48:31, AUV漏水报警！
2022.07.05,20:48:32, AUV漏水报警！
2022.07.05,20:48:33, AUV漏水报警！
2022.07.05,20:48:34, AUV漏水报警！
2022.07.05,20:48:35, AUV漏水报警！
2022.07.05,20:48:36, AUV漏水报警！
2022.07.05,20:48:37, AUV漏水报警！
2022.07.05,20:48:38, AUV漏水报警！
2022.07.05,20:48:39, AUV漏水报警！
2022.07.05,20:48:40, AUV漏水报警！
2022.07.05,20:48:41, AUV漏水报警！
2022.07.05,20:48:42, AUV漏水报警！
2022.07.05,20:48:43, AUV漏水报警！
2022.07.05,20:48:44, AUV漏水报警！
2022.07.05,20:48:45, AUV漏水报警！
2022.07.05,20:48:46, AUV漏水报警！
2022.07.05,20:48:47, AUV漏水报警！
2022.07.05,20:48:48, AUV漏水报警！
2022.07.05,20:48:49, AUV漏水报警！
2022.07.05,20:48:50, AUV漏水报警！
2022.07.05,20:48:51, AUV漏水报警！
2022.07.05,20:48:52, AUV漏水报警！
2022.07.05,20:48:53, 均衡系统停止！
2022.07.05,20:48:53, AUV漏水报警！
2022.07.05,20:48:54, AUV漏水报警！
2022.07.05,20:48:55, AUV漏水报警！
2022.07.05,20:48:56, 均衡系统排水200s！
2022.07.05,20:48:56, AUV漏水报警！
2022.07.05,20:48:57, AUV漏水报警！
2022.07.05,20:48:58, AUV漏水报警！
2022.07.05,20:48:59, AUV漏水报警！
2022.07.05,20:49:00, AUV漏水报警！
2022.07.05,20:49:01, AUV漏水报警！
2022.07.05,20:49:02, AUV漏水报警！
2022.07.05,20:49:03, AUV漏水报警！
2022.07.05,20:49:04, AUV漏水报警！
2022.07.05,20:49:05, AUV漏水报警！
2022.07.05,20:49:06, AUV漏水报警！
2022.07.05,20:49:08, AUV漏水报警！
2022.07.05,20:49:09, AUV漏水报警！
2022.07.05,20:49:10, AUV漏水报警！
2022.07.05,20:49:11, AUV漏水报警！
2022.07.05,20:49:12, AUV漏水报警！
2022.07.05,20:49:13, AUV漏水报警！
2022.07.05,20:49:14, AUV漏水报警！
2022.07.05,20:49:15, AUV漏水报警！
2022.07.05,20:49:16, AUV漏水报警！
2022.07.05,20:49:17, AUV漏水报警！
2022.07.05,20:49:18, AUV漏水报警！
2022.07.05,20:49:19, AUV漏水报警！
2022.07.05,20:49:20, AUV漏水报警！
2022.07.05,20:49:21, AUV漏水报警！
2022.07.05,20:49:22, AUV漏水报警！
2022.07.05,20:49:23, AUV漏水报警！
2022.07.05,20:49:24, AUV漏水报警！
2022.07.05,20:49:25, AUV漏水报警！
2022.07.05,20:49:26, AUV漏水报警！
2022.07.05,20:49:27, AUV漏水报警！
2022.07.05,20:49:28, AUV漏水报警！
2022.07.05,20:49:29, AUV漏水报警！
2022.07.05,20:49:30, AUV漏水报警！
2022.07.05,20:49:31, AUV漏水报警！
2022.07.05,20:49:32, AUV漏水报警！
2022.07.05,20:49:33, AUV漏水报警！
2022.07.05,20:49:34, AUV漏水报警！
2022.07.05,20:49:35, AUV漏水报警！
2022.07.05,20:49:36, AUV漏水报警！
2022.07.05,20:49:37, AUV漏水报警！
2022.07.05,20:49:38, AUV漏水报警！
2022.07.05,20:49:39, AUV漏水报警！
2022.07.05,20:49:40, AUV漏水报警！
2022.07.05,20:49:41, AUV漏水报警！
2022.07.05,20:49:42, AUV漏水报警！
2022.07.05,20:49:43, AUV漏水报警！
2022.07.05,20:49:44, AUV漏水报警！
2022.07.05,20:49:45, AUV漏水报警！
2022.07.05,20:49:46, AUV漏水报警！
2022.07.05,20:49:47, AUV漏水报警！
2022.07.05,20:49:48, AUV漏水报警！
2022.07.05,20:49:49, AUV漏水报警！
2022.07.05,20:49:50, AUV漏水报警！
2022.07.05,20:49:51, AUV漏水报警！
2022.07.05,20:49:52, AUV漏水报警！
2022.07.05,20:49:53, AUV漏水报警！
2022.07.05,20:49:54, AUV漏水报警！
2022.07.05,20:49:55, AUV漏水报警！
2022.07.05,20:49:56, AUV漏水报警！
2022.07.05,20:49:57, AUV漏水报警！
2022.07.05,20:49:58, AUV漏水报警！
2022.07.05,20:49:59, AUV漏水报警！
2022.07.05,20:50:00, AUV漏水报警！
2022.07.05,20:50:01, AUV漏水报警！
2022.07.05,20:50:02, AUV漏水报警！
2022.07.05,20:50:03, AUV漏水报警！
2022.07.05,20:50:04, AUV漏水报警！
2022.07.05,20:50:05, AUV漏水报警！
2022.07.05,20:50:06, AUV漏水报警！
2022.07.05,20:50:07, AUV漏水报警！
2022.07.05,20:50:08, AUV漏水报警！
2022.07.05,20:50:09, AUV漏水报警！
2022.07.05,20:50:10, AUV漏水报警！
2022.07.05,20:50:11, AUV漏水报警！
2022.07.05,20:50:12, AUV漏水报警！
2022.07.05,20:50:14, AUV漏水报警！
2022.07.05,20:50:15, AUV漏水报警！
2022.07.05,20:50:16, AUV漏水报警！
2022.07.05,20:50:17, AUV漏水报警！
2022.07.05,20:50:18, AUV漏水报警！
2022.07.05,20:50:19, AUV漏水报警！
2022.07.05,20:50:20, AUV漏水报警！
2022.07.05,20:50:21, AUV漏水报警！
2022.07.05,20:50:22, AUV漏水报警！
2022.07.05,20:50:23, AUV漏水报警！
2022.07.05,20:50:24, AUV漏水报警！
2022.07.05,20:50:25, AUV漏水报警！
2022.07.05,20:50:26, AUV漏水报警！
2022.07.05,20:50:27, AUV漏水报警！
2022.07.05,20:50:28, AUV漏水报警！
2022.07.05,20:50:29, AUV漏水报警！
2022.07.05,20:50:30, AUV漏水报警！
2022.07.05,20:50:31, AUV漏水报警！
2022.07.05,20:50:32, AUV漏水报警！
2022.07.05,20:50:33, AUV漏水报警！
2022.07.05,20:50:34, AUV漏水报警！
2022.07.05,20:50:35, AUV漏水报警！
2022.07.05,20:50:36, AUV漏水报警！
2022.07.05,20:50:37, AUV漏水报警！
2022.07.05,20:50:38, AUV漏水报警！
2022.07.05,20:50:39, AUV漏水报警！
2022.07.05,20:50:40, AUV漏水报警！
2022.07.05,20:50:41, AUV漏水报警！
2022.07.05,20:50:42, AUV漏水报警！
2022.07.05,20:50:43, AUV漏水报警！
2022.07.05,20:50:44, AUV漏水报警！
2022.07.05,20:50:45, AUV漏水报警！
2022.07.05,20:50:46, AUV漏水报警！
2022.07.05,20:50:47, AUV漏水报警！
2022.07.05,20:50:48, AUV漏水报警！
2022.07.05,20:50:49, AUV漏水报警！
2022.07.05,20:50:50, AUV漏水报警！
2022.07.05,20:50:51, AUV漏水报警！
2022.07.05,20:50:52, AUV漏水报警！
2022.07.05,20:50:53, AUV漏水报警！
2022.07.05,20:50:54, AUV漏水报警！
2022.07.05,20:50:55, AUV漏水报警！
2022.07.05,20:50:56, AUV漏水报警！
2022.07.05,20:50:57, AUV漏水报警！
2022.07.05,20:50:58, AUV漏水报警！
2022.07.05,20:50:59, AUV漏水报警！
2022.07.05,20:51:00, AUV漏水报警！
2022.07.05,20:51:01, AUV漏水报警！
2022.07.05,20:51:02, AUV漏水报警！
2022.07.05,20:51:03, AUV漏水报警！
2022.07.05,20:51:04, AUV漏水报警！
2022.07.05,20:51:05, AUV漏水报警！
2022.07.05,20:51:06, AUV漏水报警！
2022.07.05,20:51:07, AUV漏水报警！
2022.07.05,20:51:08, AUV漏水报警！
2022.07.05,20:51:09, AUV漏水报警！
2022.07.05,20:51:10, AUV漏水报警！
2022.07.05,20:51:11, AUV漏水报警！
2022.07.05,20:51:12, AUV漏水报警！
2022.07.05,20:51:13, AUV漏水报警！
2022.07.05,20:51:14, AUV漏水报警！
2022.07.05,20:51:15, AUV漏水报警！
2022.07.05,20:51:16, AUV漏水报警！
2022.07.05,20:51:17, AUV漏水报警！
2022.07.05,20:51:18, AUV漏水报警！
2022.07.05,20:51:19, AUV漏水报警！
2022.07.05,20:51:20, AUV漏水报警！
2022.07.05,20:51:21, AUV漏水报警！
2022.07.05,20:51:22, AUV漏水报警！
2022.07.05,20:51:23, AUV漏水报警！
2022.07.05,20:51:24, AUV漏水报警！
2022.07.05,20:51:25, AUV漏水报警！
2022.07.05,20:51:26, AUV漏水报警！
2022.07.05,20:51:27, AUV漏水报警！
2022.07.05,20:51:28, AUV漏水报警！
2022.07.05,20:51:29, AUV漏水报警！
2022.07.05,20:51:30, AUV漏水报警！
2022.07.05,20:51:31, AUV漏水报警！
2022.07.05,20:51:32, AUV漏水报警！
2022.07.05,20:51:33, AUV漏水报警！
2022.07.05,20:51:34, AUV漏水报警！
2022.07.05,20:51:35, AUV漏水报警！
2022.07.05,20:51:36, AUV漏水报警！
2022.07.05,20:51:37, AUV漏水报警！
2022.07.05,20:51:38, AUV漏水报警！
2022.07.05,20:51:39, AUV漏水报警！
2022.07.05,20:51:40, AUV漏水报警！
2022.07.05,20:51:41, AUV漏水报警！
2022.07.05,20:51:42, AUV漏水报警！
2022.07.05,20:51:43, AUV漏水报警！
2022.07.05,20:51:44, AUV漏水报警！
2022.07.05,20:51:45, AUV漏水报警！
2022.07.05,20:51:46, AUV漏水报警！
2022.07.05,20:51:47, AUV漏水报警！
2022.07.05,20:51:48, AUV漏水报警！
2022.07.05,20:51:49, AUV漏水报警！
2022.07.05,20:51:50, AUV漏水报警！
2022.07.05,20:51:51, AUV漏水报警！
2022.07.05,20:51:52, AUV漏水报警！
2022.07.05,20:51:54, AUV漏水报警！
2022.07.05,20:51:54, AUV漏水报警！
2022.07.05,20:51:55, AUV漏水报警！
2022.07.05,20:51:56, AUV漏水报警！
2022.07.05,20:51:58, AUV漏水报警！
2022.07.05,20:51:59, AUV漏水报警！
2022.07.05,20:52:00, AUV漏水报警！
2022.07.05,20:52:01, AUV漏水报警！
2022.07.05,20:52:02, AUV漏水报警！
2022.07.05,20:52:03, AUV漏水报警！
2022.07.05,20:52:04, AUV漏水报警！
2022.07.05,20:52:05, AUV漏水报警！
2022.07.05,20:52:06, AUV漏水报警！
2022.07.05,20:52:07, AUV漏水报警！
2022.07.05,20:52:08, AUV漏水报警！
2022.07.05,20:52:09, AUV漏水报警！
2022.07.05,20:52:10, AUV漏水报警！
2022.07.05,20:52:11, AUV漏水报警！
2022.07.05,21:08:16, AUV初始化成功！
2022.07.05,21:11:38, AUV漏水报警！
2022.07.05,21:12:05, LED已关闭！
2022.07.05,21:12:08, LED已打开！
2022.07.05,21:12:12, LED已关闭！
2022.07.05,21:12:19, AUV初始化成功！
2022.07.05,21:19:28, AUV初始化成功！
2022.07.05,21:27:05, AUV初始化成功！
2022.07.05,21:27:12, LED已打开！
2022.07.05,21:30:16, AUV初始化成功！
2022.07.05,21:35:31, AUV初始化成功！
2022.07.05,21:41:34, AUV初始化成功！
2022.07.05,21:48:09, AUV初始化成功！
2022.07.05,21:49:14, AUV设定原点！
2022.07.05,21:49:21, AUV初始化成功！
2022.07.05,21:58:18, AUV初始化成功！
2022.07.05,22:04:37, AUV初始化成功！
2022.07.05,22:06:13, AUV初始化成功！
2022.07.05,22:06:28, AUV初始化成功！
2022.07.05,22:06:41, 获取舵-桨控制参数
2022.07.05,22:06:58, AUV切换为自主模式！
2022.07.05,22:08:10, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度120，持续时间60秒！
2022.07.05,22:09:09, 任务开始执行！
2022.07.05,22:09:30, 任务停止执行！
2022.07.05,22:10:09, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度150，持续时间60秒！
2022.07.05,22:10:13, 任务开始执行！
2022.07.05,22:10:25, 任务停止执行！
2022.07.05,22:10:48, 获取舵-桨控制参数
2022.07.05,22:10:53, 获取舵-桨控制参数
2022.07.05,22:10:54, 获取舵-桨控制参数
2022.07.05,22:11:30, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度150，持续时间60秒！
2022.07.05,22:11:45, 任务开始执行！
2022.07.05,22:12:05, 任务停止执行！
2022.07.05,22:12:33, 获取舵-桨控制参数
2022.07.05,22:13:11, AUV执行定深定向：定深3.0m，定向0.0度，巡航速度150，持续时间60秒！
2022.07.05,22:13:18, 获取舵-桨控制参数
2022.07.05,22:13:18, 获取舵-桨控制参数
2022.07.05,22:13:26, AUV执行定深定向：定深3.0m，定向0.0度，巡航速度150，持续时间60秒！
2022.07.05,22:13:52, 任务开始执行！
2022.07.05,22:14:21, 任务停止执行！
2022.07.05,22:15:00, 获取舵-桨控制参数
2022.07.05,22:15:07, 获取舵-桨控制参数
2022.07.05,22:17:11, 获取舵-桨控制参数
2022.07.05,22:17:27, AUV执行定深定向：定深3.0m，定向0.0度，巡航速度200，持续时间60秒！
2022.07.05,22:17:56, 任务开始执行！
2022.07.05,22:17:59, 任务停止执行！
2022.07.05,22:18:25, 任务开始执行！
2022.07.05,22:18:36, 任务停止执行！
2022.07.05,22:18:53, 任务开始执行！
2022.07.05,22:19:01, 任务停止执行！
2022.07.05,22:19:14, AUV切换为遥控模式！
2022.07.05,22:22:38, 已更新控制配置！
2022.07.05,22:27:23, LED已打开！
2022.07.05,22:27:25, LED已关闭！
2022.07.07,16:42:53, AUV初始化成功！
2022.07.07,16:43:34, 均衡系统吸水10s！
2022.07.07,16:43:54, 均衡系统排水10s！
2022.07.07,16:44:09, 均衡系统停止！
2022.07.07,16:44:14, 均衡系统排水5s！
2022.07.07,16:49:13, 均衡系统停止！
2022.07.07,16:51:54, 均衡系统吸水10s！
2022.07.07,16:52:31, 均衡系统停止！
2022.07.07,16:52:33, 均衡系统吸水5s！
2022.07.07,16:55:38, 均衡系统停止！
2022.07.07,16:56:23, 均衡系统排水20s！
2022.07.07,16:57:03, 均衡系统吸水15s！
2022.07.07,16:57:32, 均衡系统停止！
2022.07.07,16:57:34, 均衡系统吸水5s！
2022.07.07,17:01:39, 均衡系统排水20s！
2022.07.07,17:03:55, 均衡系统吸水18s！
2022.07.07,17:06:59, 均衡系统排水18s！
2022.07.07,17:07:10, 均衡系统停止！
2022.07.07,17:07:15, 均衡系统排水2s！
2022.07.07,17:09:39, 均衡系统吸水15s！
2022.07.07,17:10:21, 均衡系统停止！
2022.07.07,17:10:24, 均衡系统吸水5s！
2022.07.07,17:11:07, 均衡系统停止！
2022.07.07,17:11:13, 均衡系统吸水3s！
2022.07.07,17:23:42, AUV初始化成功！
2022.07.07,17:24:24, 均衡系统停止！
2022.07.07,17:25:11, 均衡系统排水25s！
2022.07.07,17:25:53, 均衡系统吸水20s！
2022.07.07,17:34:59, 均衡系统排水30s！
2022.07.07,17:37:41, LED已打开！
2022.07.07,17:37:47, 均衡系统停止！
2022.07.07,17:38:25, LED已关闭！
2022.07.07,17:38:30, LED已打开！
2022.07.07,17:38:53, LED已关闭！
2022.07.07,17:39:03, LED已打开！
2022.07.07,17:39:44, 均衡系统吸水20s！
2022.07.07,17:40:43, 均衡系统停止！
2022.07.07,17:40:46, 均衡系统吸水5s！
2022.07.07,17:42:37, 均衡系统排水30s！
2022.07.07,17:43:22, 均衡系统吸水25s！
2022.07.07,17:44:34, 均衡系统排水30s！
2022.07.07,17:46:00, 均衡系统停止！
2022.07.07,17:50:04, 均衡系统吸水10s！
2022.07.07,18:10:24, 均衡系统停止！
2022.07.07,18:10:28, 均衡系统吸水10s！
2022.07.07,18:11:12, 均衡系统排水5s！
2022.07.07,18:12:35, 均衡系统吸水5s！
2022.07.07,18:15:07, 均衡系统停止！
2022.07.07,18:16:23, 均衡系统排水10s！
2022.07.07,18:17:11, 均衡系统停止！
2022.07.07,18:18:46, AUV初始化成功！
2022.07.07,18:18:53, AUV切换为自主模式！
2022.07.07,18:19:10, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度110，持续时间60秒！
2022.07.07,18:19:14, 获取舵-桨控制参数
2022.07.07,18:19:26, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度110，持续时间60秒！
2022.07.07,18:19:55, 任务开始执行！
2022.07.07,18:21:40, 任务停止执行！
2022.07.07,18:23:05, 获取舵-桨控制参数
2022.07.07,18:23:08, 获取舵-桨控制参数
2022.07.07,18:23:23, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度120，持续时间60秒！
2022.07.07,18:23:32, 均衡系统排水5s！
2022.07.07,18:23:50, LED已关闭！
2022.07.07,18:23:55, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度120，持续时间60秒！
2022.07.07,18:24:08, 任务开始执行！
2022.07.07,18:25:58, 任务停止执行！
2022.07.07,18:27:29, AUV漏水报警！
2022.07.07,18:27:29, AUV漏水报警！
2022.07.07,18:27:30, AUV漏水报警！
2022.07.07,18:27:31, AUV漏水报警！
2022.07.07,18:27:32, AUV漏水报警！
2022.07.07,18:27:33, AUV漏水报警！
2022.07.07,18:28:53, AUV漏水报警！
2022.07.07,18:28:53, AUV漏水报警！
2022.07.07,18:28:55, AUV漏水报警！
2022.07.07,18:28:55, AUV漏水报警！
2022.07.07,18:30:26, AUV漏水报警！
2022.07.07,18:30:27, AUV漏水报警！
2022.07.07,18:30:29, AUV漏水报警！
2022.07.07,18:30:29, AUV漏水报警！
2022.07.07,18:30:31, AUV漏水报警！
2022.07.07,18:30:31, AUV漏水报警！
2022.07.07,18:30:32, AUV漏水报警！
2022.07.07,18:30:34, AUV漏水报警！
2022.07.07,18:30:35, AUV漏水报警！
2022.07.07,18:30:36, AUV漏水报警！
2022.07.07,18:30:37, AUV漏水报警！
2022.07.07,18:30:38, AUV漏水报警！
2022.07.07,18:30:39, AUV漏水报警！
2022.07.07,18:30:40, AUV漏水报警！
2022.07.07,18:30:41, AUV漏水报警！
2022.07.07,18:30:42, AUV漏水报警！
2022.07.07,18:30:43, AUV漏水报警！
2022.07.07,18:30:44, AUV漏水报警！
2022.07.07,18:30:45, AUV漏水报警！
2022.07.07,18:30:46, AUV漏水报警！
2022.07.07,18:30:47, AUV漏水报警！
2022.07.07,18:30:48, AUV漏水报警！
2022.07.07,18:30:49, AUV漏水报警！
2022.07.07,18:30:50, AUV漏水报警！
2022.07.07,18:30:51, AUV漏水报警！
2022.07.07,18:30:52, AUV漏水报警！
2022.07.07,18:42:35, 获取舵-桨控制参数
2022.07.07,18:42:37, 获取舵-桨控制参数
2022.07.07,18:42:41, 获取舵-桨控制参数
2022.07.07,18:44:52, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度120，持续时间60秒！
2022.07.07,18:45:25, AUV初始化成功！
2022.07.07,18:45:34, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度120，持续时间60秒！
2022.07.07,18:45:43, 获取舵-桨控制参数
2022.07.07,18:45:58, 均衡系统停止！
2022.07.07,18:46:19, 任务开始执行！
2022.07.07,18:46:28, 任务停止执行！
2022.07.07,18:46:38, 任务开始执行！
2022.07.07,18:46:44, 任务停止执行！
2022.07.07,18:46:54, AUV切换为调试模式！
2022.07.07,18:46:57, AUV切换为自主模式！
